ccle_name,pubchem_cid,ic50
ACH-000681,3385,2.22749
ACH-000913,3385,3.827555
ACH-000506,3385,3.651164
ACH-000113,3385,0.723525
ACH-000114,3385,7.174144
ACH-000174,3385,3.702514
ACH-000211,3385,5.055944
ACH-000832,3385,1.958071
ACH-000430,3385,4.736672
ACH-000004,3385,2.460608
ACH-000696,3385,4.195675
ACH-000995,3385,3.667362
ACH-000260,3385,4.605422
ACH-000662,3385,4.351661
ACH-000720,3385,5.648643
ACH-000843,3385,3.272272
ACH-000968,3385,5.724339
ACH-000232,3385,6.302606
ACH-000223,3385,5.655102
ACH-000298,3385,5.330777
ACH-000647,3385,7.326838
ACH-000181,3385,4.341458
ACH-000965,3385,4.091622
ACH-000573,3385,5.027657
ACH-000218,3385,3.137885
ACH-000970,3385,3.12001
ACH-000900,3385,5.516448
ACH-000893,3385,4.664699
ACH-000219,3385,4.06664
ACH-000250,3385,5.235144
ACH-000651,3385,4.826839
ACH-000985,3385,3.651063
ACH-000722,3385,4.078739
ACH-000330,3385,4.700776
ACH-000605,3385,4.424656
ACH-000197,3385,4.164017
ACH-000169,11228183,1.024909
ACH-000181,11228183,2.338721
ACH-000717,11228183,5.640244
ACH-000008,11228183,0.477799
ACH-000420,11228183,3.787846
ACH-000939,11228183,3.154303
ACH-000738,11228183,2.401967
ACH-000853,11228183,2.560455
ACH-000857,11228183,3.856887
ACH-000619,11228183,2.974142
ACH-000716,11228183,3.777384
ACH-000482,11228183,2.820584
ACH-000560,11228183,-1.298961
ACH-000450,11228183,2.036981
ACH-000070,11228183,-2.456455
ACH-000913,11228183,3.582342
ACH-000082,11228183,0.978252
ACH-000841,11228183,2.942943
ACH-000963,11228183,1.856308
ACH-000231,11228183,5.518487
ACH-000332,11228183,4.911101
ACH-000974,11228183,1.932877
ACH-000749,11228183,3.098482
ACH-000189,11228183,2.607607
ACH-000386,11228183,-1.801445
ACH-000672,11228183,2.941834
ACH-000843,11228183,2.595647
ACH-000060,11228183,4.130915
ACH-000137,11228183,2.98245
ACH-000869,11228183,3.341616
ACH-000067,11228183,1.986828
ACH-000674,11228183,2.874429
ACH-000657,11228183,4.843321
ACH-000359,11228183,3.589794
ACH-000610,11228183,2.160211
ACH-000776,11228183,3.035724
ACH-000825,11228183,-0.357324
ACH-000489,11228183,2.063314
ACH-000363,11228183,-5.310295
ACH-000072,11228183,-0.129246
ACH-001075,11228183,2.191965
ACH-000866,11228183,-1.497486
ACH-000840,11228183,2.011118
ACH-000803,11228183,-0.320899
ACH-000752,11228183,2.640869
ACH-000270,11228183,2.630473
ACH-000315,11228183,0.656069
ACH-000896,11228183,3.445049
ACH-000969,11228183,1.452942
ACH-000414,11228183,1.381429
ACH-000417,11228183,3.234851
ACH-000579,11228183,3.189833
ACH-000722,11228183,2.266203
ACH-000035,11228183,2.541608
ACH-000858,11228183,3.21295
ACH-000264,11228183,1.505137
ACH-000096,11228183,3.196794
ACH-000484,11228183,1.563043
ACH-000981,11228183,-1.201132
ACH-000403,11228183,1.648231
ACH-000750,11228183,1.680445
ACH-000927,11228183,4.391344
ACH-000379,11228183,3.155433
ACH-000439,11228183,-3.593188
ACH-000245,11228183,1.972749
ACH-000621,11228183,3.564403
ACH-000822,11228183,4.338296
ACH-000812,11228183,1.694289
ACH-000551,11228183,1.91914
ACH-000330,11228183,2.14412
ACH-000305,11228183,3.107958
ACH-000980,11228183,-0.2913
ACH-000320,11228183,2.736234
ACH-000640,11228183,2.613732
ACH-000876,11228183,0.432571
ACH-000052,11228183,-0.082061
ACH-000826,11228183,2.880197
ACH-000880,11228183,1.098379
ACH-000589,11228183,3.15458
ACH-000920,11228183,-0.407454
ACH-000249,11228183,1.691097
ACH-000148,11228183,2.338228
ACH-000225,11228183,-0.54491
ACH-000816,11228183,-1.284422
ACH-000794,11228183,1.323491
ACH-000323,11228183,3.021291
ACH-000004,11228183,0.728768
ACH-000441,11228183,4.163851
ACH-000656,11228183,-0.157533
ACH-000566,11228183,2.721011
ACH-000440,11228183,2.702506
ACH-000856,11228183,3.241112
ACH-000638,11228183,3.6202
ACH-000586,11228183,-0.634681
ACH-000157,11228183,2.256655
ACH-000649,11228183,3.258437
ACH-000614,11228183,3.122423
ACH-000429,11228183,0.165227
ACH-000364,11228183,2.91492
ACH-000971,11228183,2.609697
ACH-000989,11228183,1.795979
ACH-000934,11228183,2.672835
ACH-000161,11228183,0.656418
ACH-000236,11228183,0.745771
ACH-000001,11228183,2.801066
ACH-000348,11228183,1.945493
ACH-000197,11228183,-1.496418
ACH-000815,11228183,2.671736
ACH-000554,11228183,2.782887
ACH-000730,11228183,3.537286
ACH-000384,11228183,1.923793
ACH-000832,11228183,1.92576
ACH-000258,11228183,-3.608088
ACH-000890,11228183,5.441393
ACH-000301,11228183,0.754489
ACH-000605,11228183,1.792707
ACH-000922,11228183,0.295804
ACH-000849,11228183,2.328686
ACH-000859,11228183,2.078508
ACH-000572,11228183,2.534709
ACH-000995,11228183,-0.873313
ACH-000207,11228183,2.112106
ACH-000147,11228183,2.850694
ACH-000881,11228183,4.080511
ACH-000609,11228183,1.859395
ACH-000806,11228183,1.429225
ACH-000997,11228183,3.197896
ACH-000303,11228183,2.01867
ACH-000648,11228183,3.639774
ACH-000493,11228183,2.724939
ACH-000960,11228183,-1.601544
ACH-000054,11228183,2.706784
ACH-000186,11228183,3.655979
ACH-000965,11228183,1.522864
ACH-000222,11228183,5.596623
ACH-000906,11228183,3.707626
ACH-000580,11228183,2.742412
ACH-000751,11228183,-0.690172
ACH-000786,11228183,1.871311
ACH-000273,11228183,4.039062
ACH-000260,11228183,3.903055
ACH-000335,11228183,0.484042
ACH-000106,11228183,-1.873156
ACH-000607,11228183,2.336492
ACH-000410,11228183,3.235618
ACH-000562,11228183,2.195536
ACH-000893,11228183,3.184518
ACH-000628,11228183,1.701085
ACH-000985,11228183,1.524967
ACH-000956,11228183,3.988066
ACH-000650,11228183,3.910988
ACH-000151,11228183,-1.185677
ACH-000768,11228183,1.597941
ACH-000546,11228183,3.291664
ACH-000389,11228183,2.375158
ACH-000814,11228183,2.030484
ACH-000991,11228183,0.263711
ACH-000308,11228183,5.416465
ACH-000425,11228183,4.714679
ACH-000624,11228183,2.229834
ACH-000867,11228183,3.565182
ACH-000882,11228183,1.815993
ACH-000555,11228183,0.362574
ACH-000247,11228183,0.384947
ACH-000294,11228183,0.359778
ACH-000188,11228183,2.087616
ACH-000009,11228183,1.673147
ACH-000087,11228183,0.204227
ACH-000745,11228183,2.631075
ACH-000625,11228183,1.406187
ACH-000456,11228183,2.436773
ACH-000811,11228183,4.79082
ACH-000780,11228183,-2.083501
ACH-000535,11228183,3.464154
ACH-000784,11228183,3.874298
ACH-000248,11228183,2.662903
ACH-000480,11228183,1.847846
ACH-000864,11228183,3.982737
ACH-000652,11228183,3.839571
ACH-000802,11228183,1.505284
ACH-000846,11228183,3.303279
ACH-000775,11228183,1.024078
ACH-000156,11228183,-2.166379
ACH-000917,11228183,3.097521
ACH-000212,11228183,0.11746
ACH-000304,11228183,2.606696
ACH-000957,11228183,5.134222
ACH-000475,11228183,2.763626
ACH-000374,11228183,1.405736
ACH-000200,11228183,1.678622
ACH-000434,11228183,3.404624
ACH-000046,11228183,3.731437
ACH-000587,11228183,1.438794
ACH-000563,11228183,0.247171
ACH-000473,11228183,5.096545
ACH-000476,11228183,3.854234
ACH-000536,11228183,2.418162
ACH-000438,11228183,4.844729
ACH-000322,11228183,2.949541
ACH-000488,11228183,1.648539
ACH-000943,11228183,4.583875
ACH-000694,11228183,0.359823
ACH-001307,11228183,3.411956
ACH-000772,11228183,0.57546
ACH-000048,11228183,3.423877
ACH-000651,11228183,3.482737
ACH-000720,11228183,2.028127
ACH-000596,11228183,4.426477
ACH-000373,11228183,-0.331019
ACH-000929,11228183,2.24683
ACH-000091,11228183,2.478482
ACH-000357,11228183,0.921015
ACH-000515,11228183,0.65492
ACH-000078,11228183,-1.073186
ACH-000521,11228183,3.245571
ACH-000821,11228183,0.979955
ACH-000457,11228183,1.124684
ACH-000481,11228183,0.775241
ACH-000573,11228183,3.952765
ACH-000116,11228183,-0.239918
ACH-000318,11228183,4.005872
ACH-000905,11228183,2.576865
ACH-000823,11228183,3.898132
ACH-000376,11228183,3.893209
ACH-000218,11228183,1.399462
ACH-000863,11228183,1.321591
ACH-000356,11228183,6.186862
ACH-000879,11228183,3.235795
ACH-000470,11228183,3.456165
ACH-000491,11228183,2.092694
ACH-000408,11228183,2.774239
ACH-000449,11228183,2.630719
ACH-000380,11228183,-2.84572
ACH-000559,11228183,0.437172
ACH-000643,11228183,-0.401301
ACH-000878,11228183,-0.984158
ACH-000242,11228183,2.558981
ACH-000291,11228183,0.497215
ACH-000201,11228183,2.981811
ACH-000518,11228183,1.485007
ACH-000789,11228183,1.472192
ACH-000924,11228183,3.253452
ACH-000787,11228183,2.709789
ACH-000347,11228183,3.909646
ACH-000835,11228183,4.807273
ACH-000860,11228183,3.083672
ACH-000966,11228183,3.614114
ACH-000254,11228183,2.165949
ACH-000852,11228183,0.570039
ACH-000469,11228183,3.577521
ACH-000486,11228183,1.535863
ACH-000655,11228183,3.70739
ACH-000451,11228183,2.270767
ACH-000647,11228183,1.88511
ACH-000295,11228183,-1.025789
ACH-000708,11228183,3.782447
ACH-000378,11228183,1.513906
ACH-000196,11228183,5.094403
ACH-000400,11228183,-0.291142
ACH-000135,11228183,1.679327
ACH-000910,11228183,5.074122
ACH-000871,11228183,-0.548415
ACH-000298,11228183,1.429328
ACH-000740,11228183,3.087696
ACH-000953,11228183,4.705913
ACH-000115,11228183,2.374547
ACH-000334,11228183,-3.609199
ACH-000421,11228183,1.473466
ACH-000244,11228183,2.081554
ACH-000221,11228183,2.559028
ACH-000204,11228183,3.10245
ACH-000763,11228183,-1.141422
ACH-000788,11228183,2.890523
ACH-000210,11228183,-0.81651
ACH-000744,11228183,2.489802
ACH-000472,11228183,2.73286
ACH-000678,11228183,1.884038
ACH-000392,11228183,1.415057
ACH-000023,11228183,2.423461
ACH-000074,11228183,0.806657
ACH-000527,11228183,0.649361
ACH-000793,11228183,4.293507
ACH-000104,11228183,-3.150489
ACH-000824,11228183,2.731222
ACH-000411,11228183,1.709932
ACH-000668,11228183,2.93778
ACH-000437,11228183,3.898579
ACH-000688,11228183,2.505783
ACH-000616,11228183,1.775367
ACH-000394,11228183,2.412052
ACH-000059,11228183,-5.174936
ACH-000381,11228183,-0.91953
ACH-000098,11228183,3.920917
ACH-000138,11228183,3.148916
ACH-000637,11228183,2.226484
ACH-000223,11228183,1.825405
ACH-000018,11228183,2.924887
ACH-000366,11228183,0.299672
ACH-000142,11228183,2.686613
ACH-000111,11228183,2.637467
ACH-000698,11228183,-1.927282
ACH-000781,11228183,3.161434
ACH-000932,11228183,1.718058
ACH-000171,11228183,2.891421
ACH-000565,11228183,2.666704
ACH-000679,11228183,2.300066
ACH-000514,11228183,-0.215908
ACH-000617,11228183,4.053353
ACH-000174,11228183,1.51405
ACH-000198,11228183,-3.806706
ACH-000677,11228183,4.412814
ACH-000271,11228183,1.823104
ACH-000062,11228183,1.1828
ACH-000232,11228183,3.631938
ACH-000680,11228183,1.574324
ACH-000986,11228183,3.778058
ACH-000702,11228183,-1.525839
ACH-000792,11228183,1.744963
ACH-000918,11228183,-1.295947
ACH-000144,11228183,1.296232
ACH-000800,11228183,1.339468
ACH-000662,11228183,1.554275
ACH-000663,11228183,4.17061
ACH-000805,11228183,2.780081
ACH-000874,11228183,-3.575465
ACH-000936,11228183,3.022368
ACH-001306,11228183,2.016028
ACH-000506,11228183,-2.235435
ACH-000505,11228183,3.933417
ACH-000228,11228183,1.220961
ACH-000970,11228183,3.488883
ACH-000915,11228183,3.092568
ACH-000176,11228183,1.990792
ACH-000120,11228183,1.22737
ACH-000073,11228183,-1.967724
ACH-000399,11228183,-1.006152
ACH-000945,11228183,3.09475
ACH-000287,11228183,1.753569
ACH-000090,11228183,1.970325
ACH-000627,11228183,4.036115
ACH-000944,11228183,3.212254
ACH-000644,11228183,4.401265
ACH-000830,11228183,-0.820343
ACH-000930,11228183,-0.853141
ACH-000355,11228183,2.521085
ACH-000790,11228183,-0.204874
ACH-000810,11228183,4.254427
ACH-000501,11228183,2.46644
ACH-000615,11228183,3.314846
ACH-000976,11228183,3.534955
ACH-000496,11228183,1.369248
ACH-000504,11228183,4.336118
ACH-000714,11228183,2.457679
ACH-000778,11228183,2.88986
ACH-000109,11228183,2.648702
ACH-000250,11228183,3.208254
ACH-000885,11228183,3.182105
ACH-000343,11228183,4.867342
ACH-000311,11228183,2.00118
ACH-000817,11228183,-0.565073
ACH-000558,11228183,2.958052
ACH-000947,11228183,4.683628
ACH-000121,11228183,3.1323
ACH-000288,11228183,3.238298
ACH-000226,11228183,1.255053
ACH-000950,11228183,2.885017
ACH-000603,11228183,-0.289719
ACH-000159,11228183,3.909237
ACH-000548,11228183,2.565603
ACH-000146,11228183,1.237915
ACH-000783,11228183,2.671177
ACH-000660,11228183,2.239052
ACH-000900,11228183,3.062524
ACH-000401,11228183,3.231115
ACH-000267,11228183,-1.532194
ACH-000681,11228183,3.138285
ACH-000585,11228183,2.658503
ACH-000696,11228183,3.514654
ACH-000938,11228183,-0.262834
ACH-000998,11228183,3.433842
ACH-000613,11228183,3.394993
ACH-000211,11228183,3.757423
ACH-000530,11228183,3.158742
ACH-000219,11228183,2.651864
ACH-000269,11228183,1.291928
ACH-000654,11228183,2.979747
ACH-000968,11228183,0.083027
ACH-000416,11228183,4.468342
ACH-000113,11228183,-3.096176
ACH-000114,11228183,2.308056
ACH-000703,11228183,-0.416934
ACH-000978,11228183,2.698411
ACH-001016,11228183,3.866544
ACH-000238,11228183,1.429362
ACH-000478,11228183,3.869289
ACH-000828,11228183,3.740726
ACH-000754,11228183,0.133447
ACH-000430,11228183,3.475321
ACH-000888,11228183,3.970804
ACH-000350,11228183,4.976955
ACH-000019,11228183,3.182304
ACH-000081,11228183,-2.955783
ACH-000002,11228183,-2.814475
ACH-000360,11228183,1.077319
ACH-000447,11228183,4.417492
ACH-000595,11228183,2.999774
ACH-000352,11228183,1.667635
ACH-000105,11228183,-2.164988
ACH-000396,11228183,1.787495
ACH-000153,11228183,1.88892
ACH-000948,11228183,2.961197
ACH-000570,11228183,3.717973
ACH-000718,11228183,2.453946
ACH-000983,11228183,0.574205
ACH-000243,11228183,2.464964
ACH-000713,11228183,1.280709
ACH-000191,11228183,1.470868
ACH-000827,11228183,2.868573
ACH-000670,11228183,2.65533
ACH-000693,11228183,2.980433
ACH-000061,11228183,4.040442
ACH-000665,11228183,2.587491
ACH-000187,11228183,-1.661962
ACH-000599,11228183,3.178581
ACH-000162,11228183,3.082379
ACH-000937,11228183,-0.545326
ACH-000626,11228183,1.642065
ACH-000911,11228183,2.379981
ACH-000790,10184653,1.196447
ACH-000207,10184653,0.362416
ACH-000866,10184653,2.185585
ACH-000416,10184653,1.456443
ACH-000821,10184653,1.773421
ACH-000204,10184653,3.688778
ACH-000681,10184653,0.980552
ACH-000291,10184653,3.804916
ACH-000476,10184653,2.034495
ACH-000953,10184653,1.135648
ACH-000930,10184653,1.51544
ACH-000694,10184653,2.31036
ACH-000878,10184653,2.654064
ACH-000638,10184653,2.054621
ACH-000913,10184653,1.96872
ACH-000236,10184653,4.958148
ACH-000974,10184653,1.740358
ACH-000784,10184653,3.377719
ACH-000643,10184653,0.401706
ACH-000554,10184653,-3.093675
ACH-000438,10184653,1.85723
ACH-000924,10184653,4.12871
ACH-000457,10184653,-0.994841
ACH-000096,10184653,1.247425
ACH-000786,10184653,1.39702
ACH-000960,10184653,1.216164
ACH-000146,10184653,0.624336
ACH-000772,10184653,2.917365
ACH-000488,10184653,0.585587
ACH-000674,10184653,0.514934
ACH-000963,10184653,-2.498602
ACH-000605,10184653,-2.366154
ACH-000856,10184653,2.469748
ACH-000890,10184653,3.456383
ACH-000885,10184653,1.096669
ACH-000971,10184653,1.497238
ACH-000656,10184653,1.462752
ACH-000989,10184653,0.178389
ACH-000985,10184653,1.618992
